Defective,LOC_EXECUTABLE,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL
0,33,9,1,0,5,4,1,37.18,17.68,11620.19,0.22,119,0.06,645.57,657.3,55,64,28,18,34
0,18,7,2,0,4,3,3,25.11,14.0,4921.77,0.12,68,0.07,273.43,351.55,28,40,18,18,20
0,14,5,0,0,3,2,3,22.59,10.0,2259.46,0.08,47,0.1,125.53,225.95,20,27,14,14,14
0,11,5,0,0,3,1,3,16.4,9.1,1358.43,0.05,33,0.11,75.47,149.28,14,19,10,13,11
0,11,5,0,0,3,1,3,14.12,10.89,1674.72,0.05,34,0.09,93.04,153.8,14,20,9,14,11
0,26,9,4,2,5,3,3,30.81,17.22,9132.06,0.18,99,0.06,507.34,530.4,44,55,23,18,30
0,22,11,0,0,6,3,3,20.15,21.39,9220.24,0.14,81,0.05,512.24,431.08,35,46,18,22,22
0,21,7,1,1,4,4,1,54.76,4.7,1211.98,0.09,52,0.21,67.33,257.62,23,29,22,9,22
0,13,9,0,2,5,4,4,20.09,10.5,2214.54,0.07,46,0.1,123.03,210.91,21,25,12,12,13
0,3,3,0,0,2,1,1,10.28,4.38,196.76,0.01,13,0.23,10.93,44.97,5,8,4,7,3
0,3,3,0,0,2,1,1,10.28,4.38,196.76,0.01,13,0.23,10.93,44.97,5,8,4,7,3
0,11,3,0,0,2,2,1,31.21,6.13,1170.84,0.06,45,0.16,65.05,191.16,21,24,12,7,11
0,14,3,0,1,2,2,1,31.97,10.95,3831.58,0.12,70,0.09,212.87,350.0,32,38,19,13,14
0,29,9,2,10,5,3,1,51.73,12.95,8682.08,0.22,120,0.08,482.34,670.2,57,63,33,15,31
0,10,5,2,0,3,3,3,23.16,11.0,2802.69,0.08,53,0.09,155.7,254.79,22,31,14,14,12
0,3,3,0,0,2,1,1,9.49,3.5,116.27,0.01,10,0.29,6.46,33.22,3,7,3,7,3
0,10,11,1,0,6,4,5,14.62,13.72,2753.7,0.07,45,0.07,152.98,200.67,19,26,9,13,11
0,9,3,0,0,2,2,1,10.2,13.33,1813.33,0.05,34,0.08,100.74,136.0,16,18,6,10,9
0,15,9,1,0,5,3,5,19.64,19.69,7612.12,0.13,76,0.05,422.9,386.65,35,41,16,18,16
0,5,5,0,0,3,2,3,11.99,5.4,349.52,0.02,17,0.19,19.42,64.73,6,11,5,9,5
0,9,3,0,0,2,1,1,15.92,7.07,796.16,0.04,27,0.14,44.23,112.59,9,18,7,11,9
0,19,11,2,0,6,5,4,28.27,12.8,4632.25,0.12,70,0.08,257.35,361.89,32,38,20,16,21
0,7,3,0,0,2,1,1,18.62,6.5,786.59,0.04,28,0.15,43.7,121.01,13,15,10,10,7
0,6,3,0,0,2,1,1,6.0,6.0,216.0,0.01,12,0.17,12.0,36.0,4,8,2,6,6
0,6,3,0,0,2,1,1,19.23,4.89,459.61,0.03,23,0.2,25.53,94.01,11,12,9,8,6
0,17,7,2,2,4,4,1,20.9,18.5,7152.97,0.13,76,0.05,397.39,386.65,37,39,17,17,19
0,19,3,0,0,2,2,1,49.17,9.13,4099.12,0.15,89,0.11,227.73,448.95,42,47,23,10,19
0,19,5,1,1,3,2,3,30.43,9.95,3010.71,0.1,60,0.1,167.26,302.66,27,33,19,14,20
0,22,5,0,0,3,3,3,36.99,12.3,5596.5,0.15,91,0.08,310.92,455.0,41,50,20,12,22
0,5,3,0,0,2,1,1,10.75,6.0,387.18,0.02,18,0.17,21.51,64.53,6,12,4,8,5
0,12,5,0,0,3,1,1,36.25,6.35,1463.22,0.08,49,0.16,81.29,230.32,24,25,17,9,12
0,36,13,4,8,7,3,1,38.26,27.7,29360.62,0.35,178,0.04,1631.15,1059.85,82,96,37,25,40
0,32,11,0,5,6,6,3,44.0,22.29,21860.16,0.33,160,0.04,1214.45,980.69,71,89,43,27,32
0,5,3,0,0,2,1,1,20.07,5.91,700.77,0.04,27,0.17,38.93,118.59,13,14,11,10,5
0,18,5,0,0,3,2,3,30.6,9.39,2697.84,0.1,58,0.11,149.88,287.34,26,32,18,13,18
0,5,3,0,0,2,1,1,18.39,4.89,439.63,0.03,22,0.2,24.42,89.92,11,11,9,8,5
0,6,3,0,0,2,1,1,10.04,5.0,250.95,0.02,14,0.2,13.94,50.19,5,9,4,8,6
0,41,12,0,1,10,9,1,42.39,16.16,11064.31,0.23,119,0.06,614.68,684.83,47,72,32,22,41
0,34,3,0,4,2,1,1,114.44,11.44,14989.46,0.44,209,0.09,832.75,1309.76,103,106,63,14,34
0,32,11,4,2,8,8,3,33.95,14.15,6799.13,0.16,88,0.07,377.73,480.43,31,57,23,21,36
0,19,5,0,1,3,2,1,37.78,6.11,1408.93,0.08,51,0.16,78.27,230.7,19,32,14,9,19
0,15,5,0,0,3,2,1,38.11,8.16,2536.38,0.1,64,0.12,140.91,310.91,31,33,19,10,15
0,13,9,0,1,5,2,1,39.26,6.75,1788.56,0.09,54,0.15,99.36,264.97,27,27,20,10,13
0,25,9,3,4,5,5,3,41.51,11.69,5674.38,0.16,90,0.09,315.24,485.31,38,52,26,16,28
0,10,3,0,0,2,2,1,29.95,3.0,269.58,0.03,23,0.33,14.98,89.86,9,14,9,6,10
0,5,3,0,0,2,2,1,11.91,5.25,328.18,0.02,16,0.19,18.23,62.51,7,9,6,9,5
0,13,5,0,3,3,3,1,33.1,7.12,1676.64,0.08,49,0.14,93.15,235.56,22,27,17,11,13
0,16,5,0,1,3,3,3,27.81,6.68,1240.57,0.06,40,0.15,68.92,185.75,17,23,14,11,16
0,12,9,0,1,5,3,4,19.93,11.08,2448.54,0.07,47,0.09,136.03,220.92,19,28,12,14,12
0,10,9,0,1,5,3,4,15.12,11.67,2058.21,0.06,39,0.09,114.35,176.42,15,24,9,14,10
0,13,5,0,3,3,2,3,23.79,14.5,5002.5,0.12,69,0.07,277.92,345.0,29,40,16,16,13
0,8,7,2,0,4,4,4,26.93,4.8,620.48,0.04,31,0.21,34.47,129.27,12,19,10,8,10
0,10,5,0,0,3,3,1,23.58,8.57,1732.45,0.07,43,0.12,96.25,202.12,20,23,14,12,10
0,14,5,0,0,3,2,1,18.75,7.09,942.84,0.04,29,0.14,52.38,132.96,12,17,11,13,14
0,22,10,2,0,6,3,6,22.38,20.0,8951.25,0.15,83,0.05,497.29,447.56,30,53,18,24,24
0,9,5,0,0,3,3,1,17.03,14.0,3337.85,0.08,52,0.07,185.44,238.42,20,32,10,14,9
0,10,5,0,0,3,2,1,16.1,20.0,6441.86,0.11,67,0.05,357.88,322.09,30,37,12,16,10
0,15,13,0,1,7,6,7,26.3,11.7,3599.75,0.1,64,0.09,199.99,307.67,27,37,15,13,15
0,5,3,0,0,2,1,1,11.86,5.25,326.92,0.02,18,0.19,18.16,62.27,6,12,4,7,5
0,7,3,0,0,2,1,1,8.88,9.0,719.59,0.03,21,0.11,39.98,79.95,10,11,5,9,7
0,6,3,0,0,2,1,1,9.87,5.63,312.22,0.02,15,0.18,17.35,55.51,5,10,4,9,6
0,11,3,0,0,2,1,1,15.7,10.63,1772.22,0.06,40,0.09,98.46,166.8,17,23,8,10,11
0,12,3,0,0,2,1,1,15.43,10.0,1542.87,0.05,37,0.1,85.72,154.29,16,21,8,10,12
0,4,3,0,0,2,1,1,11.39,3.5,139.52,0.01,12,0.29,7.75,39.86,3,9,3,7,4
0,14,3,0,0,2,2,1,25.22,9.21,2138.11,0.08,50,0.11,118.78,232.19,17,33,12,13,14
0,0,3,0,0,2,1,1,13.29,3.0,119.59,0.01,12,0.33,6.64,39.86,4,8,4,6,0
0,0,3,0,0,2,1,1,9.51,4.0,152.16,0.01,12,0.25,8.45,38.04,4,8,3,6,0
0,0,3,0,0,2,1,1,9.51,4.0,152.16,0.01,12,0.25,8.45,38.04,4,8,3,6,0
0,0,3,0,0,2,1,1,9.51,4.0,152.16,0.01,12,0.25,8.45,38.04,4,8,3,6,0
0,0,3,0,0,2,1,1,9.51,4.0,152.16,0.01,12,0.25,8.45,38.04,4,8,3,6,0
0,0,3,0,0,2,1,1,13.29,3.0,119.59,0.01,12,0.33,6.64,39.86,4,8,4,6,0
0,15,5,0,0,3,1,3,30.72,25.5,19978.47,0.26,154,0.04,1109.91,783.47,51,103,17,17,15
0,9,7,0,0,4,1,4,17.8,12.28,2682.84,0.07,49,0.08,149.05,218.51,17,32,9,13,9
0,5,3,0,0,2,1,1,16.21,4.2,286.08,0.02,19,0.24,15.89,68.11,6,13,5,7,5
0,13,5,0,0,3,3,1,14.28,9.33,1243.74,0.04,35,0.11,69.1,133.26,14,21,6,8,13
0,26,7,0,0,4,1,1,47.13,21.56,21902.46,0.34,185,0.05,1216.8,1015.99,59,126,26,19,26
0,18,9,0,0,5,2,1,15.61,23.18,8390.28,0.12,77,0.04,466.13,361.93,34,43,11,15,18
0,23,11,0,0,6,2,5,18.18,25.38,11715.15,0.15,96,0.04,650.84,461.51,44,52,13,15,23
0,64,24,10,1,16,5,1,36.82,82.8,252471.13,1.02,488,0.01,14026.17,3048.99,194,294,41,35,74
0,12,5,1,4,3,3,1,20.12,11.08,2469.1,0.07,48,0.09,137.17,222.91,24,24,13,12,13
1,40,25,0,6,13,7,1,56.42,19.13,20637.49,0.36,185,0.05,1146.53,1079.08,90,95,40,17,40
1,93,32,1,2,21,15,4,55.18,32.0,56505.09,0.59,272,0.03,3139.17,1765.78,116,156,58,32,94
1,11,9,4,3,5,4,1,30.6,10.95,3667.37,0.11,67,0.09,203.74,335.0,32,35,19,13,15
0,13,9,0,0,5,2,5,16.54,12.36,2527.87,0.07,43,0.08,140.44,204.46,17,26,11,16,13
0,6,3,0,0,2,2,1,17.47,5.14,462.13,0.03,23,0.19,25.67,89.86,9,14,7,8,6
0,12,5,0,0,3,3,1,24.82,7.86,1532.47,0.07,42,0.13,85.14,195.04,20,22,14,11,12
0,9,5,0,1,3,1,1,18.27,7.33,982.52,0.04,31,0.14,54.58,133.98,12,19,9,11,9
1,51,8,0,0,5,5,1,56.46,14.34,11613.3,0.27,136,0.07,645.18,809.77,56,80,41,21,51
1,102,41,14,24,21,12,6,147.44,19.65,56922.69,0.97,418,0.05,3162.37,2897.05,189,229,101,21,116
0,36,8,2,4,6,2,1,53.33,15.98,13611.71,0.28,142,0.06,756.21,852.0,61,81,42,22,38
1,65,27,1,1,15,8,7,44.88,33.62,50731.38,0.5,233,0.03,2818.41,1508.85,99,134,53,36,66
0,10,5,2,8,3,2,1,15.75,12.35,2402.24,0.06,43,0.08,133.46,194.51,19,24,10,13,12
0,38,13,3,15,7,7,1,49.36,14.73,10712.03,0.24,134,0.07,595.11,727.12,55,79,28,15,41
1,165,57,0,4,33,11,10,160.17,29.21,136707.89,1.56,636,0.03,7594.88,4679.4,272,364,135,29,165
0,9,3,0,0,2,1,1,10.53,13.2,1834.45,0.05,34,0.08,101.91,138.97,11,23,5,12,9
0,8,3,2,0,2,2,1,24.6,7.5,1383.58,0.06,42,0.13,76.87,184.48,20,22,12,9,10
0,4,3,0,0,2,1,1,12.44,9.0,1008.0,0.04,28,0.11,56.0,112.0,14,14,7,9,4
0,4,3,0,0,2,1,1,11.42,7.33,614.25,0.03,22,0.14,34.13,83.76,11,11,6,8,4
0,4,3,0,0,2,1,1,12.44,7.71,740.57,0.03,24,0.13,41.14,96.0,12,12,7,9,4
0,6,3,0,0,2,1,1,11.53,11.25,1458.65,0.04,30,0.09,81.04,129.66,15,15,8,12,6
0,4,3,0,0,2,1,1,12.44,9.0,1008.0,0.04,28,0.11,56.0,112.0,14,14,7,9,4
0,4,3,0,0,2,1,1,12.44,9.0,1008.0,0.04,28,0.11,56.0,112.0,14,14,7,9,4
0,4,3,0,0,2,1,1,11.42,7.33,614.25,0.03,22,0.14,34.13,83.76,11,11,6,8,4
0,4,3,0,0,2,1,1,12.44,7.71,740.57,0.03,24,0.13,41.14,96.0,12,12,7,9,4
0,6,3,0,0,2,1,1,11.53,11.25,1458.65,0.04,30,0.09,81.04,129.66,15,15,8,12,6
0,4,3,0,0,2,1,1,12.44,9.0,1008.0,0.04,28,0.11,56.0,112.0,14,14,7,9,4
0,21,5,1,0,3,3,1,41.65,8.64,3111.43,0.12,72,0.12,172.86,360.0,33,39,21,11,22
0,13,5,0,6,3,1,1,16.82,11.11,2076.76,0.06,44,0.09,115.38,186.91,20,24,9,10,13
0,13,19,0,0,10,5,6,19.75,20.46,8269.85,0.13,85,0.05,459.44,404.17,38,47,13,14,13
0,65,69,0,0,35,11,19,70.75,49.5,173359.85,1.17,526,0.02,9631.1,3502.22,204,322,68,33,65
0,102,71,42,24,36,17,1,83.06,87.53,636348.83,2.42,1070,0.01,35352.71,7270.02,495,575,82,29,144
0,7,3,3,3,2,1,1,14.49,36.4,19192.65,0.18,115,0.03,1066.26,527.27,52,63,10,14,10
0,99,71,42,24,36,17,1,79.48,89.75,640223.79,2.38,1056,0.01,35567.99,7133.16,489,567,79,29,141
0,26,7,2,7,4,2,1,27.15,19.13,9929.59,0.17,108,0.05,551.64,519.19,51,57,16,12,28
0,43,20,2,2,12,5,1,47.52,28.6,38870.09,0.45,221,0.03,2159.45,1359.09,99,122,45,26,45
0,24,11,0,3,6,4,4,29.2,19.5,11102.33,0.19,111,0.05,616.8,569.35,52,59,20,15,24
0,7,3,0,1,2,2,1,17.79,5.63,562.94,0.03,24,0.18,31.27,100.08,9,15,8,10,7
0,13,3,0,0,2,2,1,44.01,5.85,1506.22,0.09,53,0.17,83.68,257.47,26,27,20,9,13
0,10,3,0,0,2,2,1,16.18,6.43,668.57,0.03,26,0.16,37.14,104.0,10,16,7,9,10
0,11,5,0,3,3,3,1,33.36,3.5,408.65,0.04,28,0.29,22.7,116.76,11,17,11,7,11
0,18,5,0,0,3,3,1,35.13,12.41,5410.23,0.15,85,0.08,300.57,435.99,42,43,22,13,18
0,56,17,0,0,13,12,1,36.39,41.23,61862.5,0.5,253,0.02,3436.81,1500.48,111,142,35,26,56
0,52,21,8,19,11,8,1,100.29,13.93,19463.42,0.47,225,0.07,1081.3,1397.13,101,124,58,16,60
0,11,3,0,0,2,2,1,21.78,5.85,745.51,0.04,30,0.17,41.42,127.44,13,17,10,9,11
0,6,3,0,0,2,2,1,9.88,5.25,272.43,0.02,15,0.19,15.14,51.89,6,9,4,7,6
0,6,3,0,0,2,1,1,14.36,5.71,468.83,0.03,21,0.18,26.05,82.04,10,11,7,8,6
0,36,5,2,4,3,2,1,85.25,13.0,14407.24,0.37,190,0.08,800.4,1108.25,88,102,44,13,38
0,14,5,0,0,3,2,1,22.19,8.88,1751.63,0.07,43,0.11,97.31,197.15,21,22,13,11,14
0,12,3,0,0,2,1,1,22.73,11.5,3005.44,0.09,57,0.09,166.97,261.33,23,34,12,12,12
1,139,42,4,10,26,20,11,120.55,35.67,153359.58,1.43,583,0.03,8519.98,4299.65,267,316,131,35,143
1,13,7,1,0,4,2,1,17.95,16.69,5000.31,0.1,63,0.06,277.8,299.56,31,32,13,14,14
0,6,3,0,0,2,1,1,7.4,9.0,599.47,0.02,18,0.11,33.3,66.61,8,10,4,9,6
0,13,3,0,1,2,2,1,22.46,15.0,5053.28,0.11,68,0.07,280.74,336.89,32,36,16,15,13
0,39,17,1,17,9,5,8,64.34,23.87,36663.65,0.51,256,0.04,2036.87,1536.0,122,134,46,18,40
0,5,3,0,0,2,1,1,10.75,4.0,172.08,0.01,12,0.25,9.56,43.02,4,8,4,8,5
0,8,3,0,9,2,1,1,14.33,7.86,884.62,0.04,27,0.13,49.15,112.59,10,17,7,11,8
0,26,7,0,0,4,3,1,37.65,18.96,13530.91,0.24,136,0.05,751.72,713.72,65,71,24,14,26
0,14,12,3,0,7,2,5,30.54,11.43,3988.95,0.12,67,0.09,221.61,349.03,30,37,21,16,17
0,6,3,0,0,2,2,1,14.51,4.2,255.97,0.02,17,0.24,14.22,60.94,6,11,5,7,6
1,38,26,4,1,14,5,9,39.75,37.71,56535.7,0.5,257,0.03,3140.87,1499.05,120,137,35,22,42
0,6,3,4,4,2,1,1,33.71,13.2,5874.0,0.15,89,0.08,326.33,445.0,44,45,20,12,10
0,28,10,1,4,6,5,1,38.67,25.92,25983.73,0.33,175,0.04,1443.54,1002.39,79,96,32,21,29
1,31,9,4,0,6,4,3,42.06,21.68,19763.62,0.3,157,0.05,1097.98,911.75,67,90,34,22,35
0,8,3,5,9,2,1,1,13.69,16.61,3777.88,0.08,51,0.06,209.88,227.43,23,28,9,13,13
0,12,7,0,0,4,2,1,27.54,9.9,2698.99,0.09,58,0.1,149.94,272.63,27,31,15,11,12
0,5,3,0,0,2,2,1,19.1,5.78,637.64,0.04,27,0.17,35.42,110.36,13,14,9,8,5
0,12,7,1,4,4,3,1,40.37,13.0,6822.31,0.17,100,0.08,379.02,524.79,50,50,25,13,13
1,82,24,4,5,15,13,8,83.81,33.0,91264.07,0.92,404,0.03,5070.23,2765.58,187,217,85,30,86
0,12,11,1,1,6,1,5,8.39,32.79,9019.28,0.09,60,0.03,501.07,275.1,27,33,7,17,13
0,16,3,1,0,2,2,1,31.55,14.0,6184.08,0.15,83,0.07,343.56,441.72,42,41,24,16,17
1,23,5,1,0,3,2,3,48.96,17.75,15426.54,0.29,149,0.06,857.03,869.1,71,78,38,19,24
0,24,3,0,19,2,1,1,53.7,16.1,13923.65,0.29,154,0.06,773.54,864.67,73,81,34,15,24
0,15,3,0,0,2,1,1,42.25,11.18,5280.46,0.16,90,0.09,293.36,472.31,43,47,25,13,15
0,8,7,2,0,4,1,3,12.44,13.22,2175.26,0.05,35,0.08,120.85,164.52,14,21,9,17,10
0,14,5,1,7,3,3,1,43.72,7.5,2459.14,0.11,65,0.13,136.62,327.89,30,35,22,11,15
1,51,3,1,39,2,1,1,107.8,23.13,57647.66,0.83,384,0.04,3202.65,2492.87,185,199,72,18,52
0,5,3,0,0,2,1,1,7.24,16.88,2060.67,0.04,33,0.06,114.48,122.11,15,18,4,9,5
0,21,5,0,8,3,1,1,42.17,14.7,9112.98,0.21,111,0.07,506.28,619.93,49,62,30,18,21
0,8,1,0,4,1,1,1,13.96,6.0,502.57,0.03,22,0.17,27.92,83.76,9,13,6,8,8
1,52,11,0,58,6,2,1,54.14,19.23,20023.61,0.35,177,0.05,1112.42,1041.23,75,102,39,20,52
0,29,11,0,14,6,1,1,42.97,21.15,19213.78,0.3,161,0.05,1067.43,908.66,69,92,31,19,29
0,13,7,1,1,4,1,3,22.43,10.08,2280.63,0.08,50,0.1,126.7,226.18,22,28,12,11,14
0,95,25,3,23,13,9,4,107.69,33.74,122594.69,1.21,515,0.03,6810.82,3633.47,242,273,104,29,98
0,18,7,0,0,4,1,1,40.01,5.5,1210.43,0.07,48,0.18,67.25,220.08,22,26,16,8,18
0,24,9,1,0,5,2,1,26.39,18.43,8961.02,0.16,92,0.05,497.83,486.26,43,49,21,18,25
0,10,3,0,0,2,2,1,28.55,8.0,1827.2,0.08,52,0.13,101.51,228.4,26,26,13,8,10
0,10,13,1,2,7,1,1,13.06,19.83,5137.44,0.09,70,0.05,285.41,259.02,34,36,6,7,11
1,49,19,3,13,10,4,1,61.44,21.27,27799.05,0.44,217,0.05,1544.39,1306.85,103,114,46,19,52
0,37,17,0,8,9,7,5,58.68,10.09,5972.3,0.2,106,0.1,331.79,592.01,49,57,34,14,37
0,20,5,3,1,3,1,1,43.19,11.18,5397.81,0.16,92,0.09,299.88,482.81,43,49,25,13,23
0,3,3,0,0,2,1,1,5.0,6.0,180.0,0.01,10,0.17,10.0,30.0,4,6,2,6,3
0,9,3,0,0,2,1,1,35.77,7.0,1752.53,0.08,57,0.14,97.36,250.36,28,29,14,7,9
0,9,3,0,0,2,1,1,35.77,7.0,1752.53,0.08,57,0.14,97.36,250.36,28,29,14,7,9
0,35,7,2,7,4,2,1,58.21,21.95,28043.45,0.43,221,0.05,1557.97,1277.68,107,114,39,16,37
0,20,3,0,0,2,1,1,54.2,22.0,26232.24,0.4,243,0.05,1457.35,1192.37,121,122,22,8,20
0,8,3,0,0,2,1,1,16.35,11.5,2162.0,0.06,47,0.09,120.11,188.0,23,24,8,8,8
0,8,3,0,0,2,1,1,16.35,11.5,2162.0,0.06,47,0.09,120.11,188.0,23,24,8,8,8
0,7,3,0,0,2,1,1,11.76,11.33,1510.25,0.04,35,0.09,83.9,133.26,17,18,6,8,7
0,6,3,0,0,2,2,1,11.15,9.17,936.71,0.03,25,0.11,52.04,102.19,10,15,6,11,6
